iter	RMSE
764	62.32883371
765	62.32261539
766	62.31798361
767	62.31186325
768	62.304216
769	62.29850053
770	62.29241927
771	62.28472175
772	62.28167611
773	62.27621131
774	62.27127662
775	62.26662366
776	62.2601047
777	62.25569811
778	62.2507259
779	62.24253387
780	62.23652249
781	62.23324035
782	62.22730013
783	62.22377966
784	62.21680707
785	62.21308002
786	62.21005699
787	62.20764017
788	62.20273144
789	62.19771469
790	62.19056466
791	62.18420419
792	62.18163943
793	62.17442286
794	62.17005536
795	62.16390847
796	62.15727077
797	62.15285809
798	62.14661984
799	62.14101331
800	62.13311659
801	62.12793769
802	62.12217484
803	62.11853428
804	62.11020486
805	62.10604327
806	62.10347531
807	62.0973563
808	62.09074005
809	62.08603112
810	62.07990758
811	62.07617753
812	62.07179786
813	62.06415209
814	62.05761657
815	62.05345783
816	62.05090916
817	62.0446545
818	62.03932297
819	62.03268727
820	62.02793648
821	62.02462404
822	62.0196246
823	62.01412588
824	62.0099265
825	62.00602808
826	62.00342631
827	61.99612985
828	61.99117505
829	61.98668377
830	61.98358146
831	61.98010937
832	61.97341583
833	61.96915515
834	61.96301567
835	61.95737218
836	61.95322078
837	61.9499982
838	61.94448282
839	61.93912686
840	61.93598301
841	61.93197092
842	61.92516885
843	61.92041097
844	61.91388341
845	61.90842947
846	61.9052146
847	61.90096941
848	61.89649281
849	61.88950135
850	61.88243523
851	61.87738409
852	61.87131325
853	61.86729177
854	61.86136244
855	61.85560542
856	61.85219096
857	61.84986263
858	61.84728401
859	61.8426182
860	61.83577114
861	61.83217021
862	61.82676468
863	61.82189639
864	61.81607319
865	61.8119516
866	61.80632531
867	61.80236108
868	61.79863735
869	61.79573367
870	61.78831441
871	61.78640515
872	61.7834476
873	61.77688231
874	61.77166878
875	61.76642725
876	61.76097578
877	61.75512665
878	61.74960209
879	61.74375818
880	61.740392
881	61.7361112
882	61.72750351
883	61.7227607
884	61.7177246
885	61.71335167
886	61.7078183
887	61.70433302
888	61.69868337
889	61.69289448
890	61.68819246
891	61.68151557
892	61.6767914
893	61.66850339
894	61.66574241
895	61.66330259
896	61.65739535
897	61.65389891
898	61.64777158
899	61.64466941
900	61.64130744
901	61.63571256
902	61.63182326
903	61.62566214
904	61.62182466
905	61.61778298
906	61.61434326
907	61.61154341
908	61.60638031
909	61.60291385
910	61.59581316
911	61.59027309
912	61.58824495
913	61.58350082
914	61.57794946
915	61.57470925
916	61.56929657
917	61.56569445
918	61.56332424
919	61.55907015
920	61.55372175
921	61.54669013
922	61.54209005
923	61.53761017
924	61.53447107
925	61.52665859
926	61.52033242
927	61.51393502
928	61.51151604
929	61.50754192
930	61.50332067
931	61.49709488
932	61.49319636
933	61.48902991
934	61.48414332
935	61.47739493
936	61.47131505
937	61.46953691
938	61.46655557
939	61.46045853
940	61.45677353
941	61.45213258
942	61.44949196
943	61.44618694
944	61.44024883
945	61.43577289
946	61.43073167
947	61.42522617
948	61.42213797
949	61.41857429
950	61.41477469
951	61.4109931
952	61.40559188
953	61.40169015
954	61.39508279
955	61.39221062
956	61.38773036
957	61.38418589
958	61.37997878
959	61.37570823
960	61.36958906
961	61.36599467
962	61.36224156
963	61.35681473
964	61.34932797
965	61.34608197
966	61.34331022
967	61.33727716
968	61.3339724
969	61.32986563
970	61.3246203
971	61.32119721
972	61.31529545
973	61.31238523
974	61.30809941
975	61.3023499
976	61.3001925
977	61.29626029
978	61.2912523
979	61.28501653
980	61.28057488
981	61.27657952
982	61.27029234
983	61.26563185
984	61.26261971
985	61.25870502
986	61.25442076
987	61.25051155
988	61.24718909
989	61.24382889
990	61.23854902
991	61.23388261
992	61.22839284
993	61.22529942
994	61.21854922
995	61.21532311
996	61.21011507
997	61.20285161
998	61.19896155
999	61.1943697
